  0.0000000E+00  0.0000000E+00  0.0000000E+00
  1.0000000E-03  0.0000000E+00  0.0000000E+00
  2.0000001E-03  0.0000000E+00  0.0000000E+00
  3.0000000E-03  0.0000000E+00  0.0000000E+00
  4.0000002E-03  0.0000000E+00  0.0000000E+00
  4.9999999E-03  0.0000000E+00  0.0000000E+00
  6.0000001E-03  0.0000000E+00  0.0000000E+00
  7.0000002E-03  0.0000000E+00  0.0000000E+00
  8.0000004E-03  0.0000000E+00  0.0000000E+00
  8.9999996E-03  0.0000000E+00  0.0000000E+00
  9.9999998E-03  0.0000000E+00  0.0000000E+00
  1.1000000E-02  0.0000000E+00  0.0000000E+00
  1.2000000E-02  0.0000000E+00  0.0000000E+00
  1.3000000E-02  0.0000000E+00  0.0000000E+00
  1.4000000E-02  0.0000000E+00  0.0000000E+00
  1.5000000E-02  0.0000000E+00  0.0000000E+00
  1.6000001E-02  0.0000000E+00  0.0000000E+00
  1.7000001E-02  0.0000000E+00  0.0000000E+00
  1.7999999E-02  0.0000000E+00  0.0000000E+00
  1.8999999E-02  0.0000000E+00  0.0000000E+00
  2.0000000E-02  0.0000000E+00  0.0000000E+00
  2.1000000E-02  0.0000000E+00  0.0000000E+00
  2.2000000E-02  0.0000000E+00  0.0000000E+00
  2.3000000E-02  0.0000000E+00  0.0000000E+00
  2.4000000E-02  0.0000000E+00  0.0000000E+00
  2.5000000E-02  0.0000000E+00  0.0000000E+00
  2.6000001E-02  0.0000000E+00  0.0000000E+00
  2.7000001E-02  0.0000000E+00  0.0000000E+00
  2.8000001E-02  0.0000000E+00  0.0000000E+00
  2.8999999E-02  0.0000000E+00  0.0000000E+00
  2.9999999E-02  0.0000000E+00  0.0000000E+00
  3.0999999E-02  0.0000000E+00  0.0000000E+00
  3.2000002E-02  0.0000000E+00  0.0000000E+00
  3.3000000E-02  0.0000000E+00  0.0000000E+00
  3.4000002E-02  0.0000000E+00  0.0000000E+00
  3.5000000E-02  0.0000000E+00  0.0000000E+00
  3.5999998E-02  0.0000000E+00  0.0000000E+00
  3.7000000E-02  0.0000000E+00  0.0000000E+00
  3.7999999E-02  0.0000000E+00  0.0000000E+00
  3.9000001E-02  0.0000000E+00  0.0000000E+00
  3.9999999E-02  0.0000000E+00  0.0000000E+00
  4.1000001E-02  0.0000000E+00  0.0000000E+00
  4.1999999E-02  0.0000000E+00  0.0000000E+00
  4.3000001E-02  0.0000000E+00  0.0000000E+00
  4.4000000E-02  0.0000000E+00  0.0000000E+00
